Name,GUID,Length,Width,Start_Point,Mid_Point,End_Point,Building_Storey
Basic Wall:STB 0250:2904318,3wJ3aq5arE4A5UCMR0odZ2,1.5050000000000043,0.025,"[-0.48749999741500055, 22.735000000000007, 11.24]","[-0.48749999741500055, 21.982500000000005, 11.24]","[-0.48749999741500055, 21.230000000000004, 11.24]",3. OG OK
Basic Wall:STB 0250:2904422,3wJ3aq5arE4A5UCMR0odbQ,2.000000000000002,0.025,"[-0.4874999974150016, 21.080000000000002, 11.24]","[-0.4874999974150016, 20.08, 11.24]","[-0.4874999974150016, 19.08, 11.24]",3. OG OK
Basic Wall:STB 0250:2904508,3wJ3aq5arE4A5UCMR0odc0,0.015000002585016188,0.025000000000002978,"[-0.5150000000000202, 19.5825, 11.24]","[-0.5074999987075122, 19.5825, 11.24]","[-0.499999997415004, 19.5825, 11.24]",3. OG OK
Basic Wall:STB 0500:2904870,3wJ3aq5arE4A5UCMR0odiQ,0.22500000258499145,0.050000000000001626,"[2.6250000025849896, 19.324999999999992, 11.24]","[2.512500001292494, 19.324999999999992, 11.24]","[2.399999999999998, 19.324999999999992, 11.24]",3. OG OK
Basic Wall:STB 0500:2904903,3wJ3aq5arE4A5UCMR0odjx,0.21999999999999761,0.05,"[2.424999999999998, 19.29999999999999, 11.24]","[2.424999999999998, 19.18999999999999, 11.24]","[2.424999999999998, 19.07999999999999, 11.24]",3. OG OK
Basic Wall:STB 0500:2904952,3wJ3aq5arE4A5UCMR0odj4,0.26999999999999497,0.05,"[1.4550000000000005, 19.079999999999995, 11.24]","[1.4550000000000005, 19.214999999999993, 11.24]","[1.4550000000000005, 19.34999999999999, 11.24]",3. OG OK
Basic Wall:STB 0500:2905028,3wJ3aq5arE4A5UCMR0odlu,1.9049999974150054,0.050000000000001626,"[1.4300000000000008, 19.324999999999992, 11.24]","[0.47750000129249814, 19.324999999999992, 11.24]","[-0.47499999741500454, 19.324999999999992, 11.24]",3. OG OK
Basic Wall:STB 0500:2905140,3wJ3aq5arE4A5UCMR0odm8,4.385000000000012,0.04999999999999946,"[2.909999999999997, 23.465000000000003, 11.24]","[2.909999999999997, 21.272499999999997, 11.24]","[2.909999999999997, 19.07999999999999, 11.24]",3. OG OK
Basic Wall:STB 0250:2905267,3wJ3aq5arE4A5UCMR0odoF,1.4000000025850083,0.025000000000002978,"[-0.5200000000000105, 25.282500000000184, 11.24]","[0.18000000129249372, 25.282500000000184, 11.24]","[0.8800000025849979, 25.282500000000184, 11.24]",3. OG OK
Basic Wall:STB 0250:2905328,3wJ3aq5arE4A5UCMR0odpC,0.24500000000000008,0.025000000000002978,"[1.030000002584998, 25.282500000000173, 11.24]","[1.152500002584998, 25.282500000000173, 11.24]","[1.2750000025849981, 25.282500000000173, 11.24]",3. OG OK
Basic Wall:STB 0250:2905799,3wJ3aq5arE4A5UCMR0odxx,1.4000000025850083,0.025000000000002978,"[-0.5200000000000105, 25.242500000000184, 11.24]","[0.18000000129249372, 25.242500000000184, 11.24]","[0.8800000025849979, 25.242500000000184, 11.24]",3. OG OK
Basic Wall:STB 0250:2905890,3wJ3aq5arE4A5UCMR0odyU,0.24500000000000022,0.025000000000002978,"[1.0300000025849978, 25.227499999999996, 11.24]","[1.1525000025849979, 25.227499999999996, 11.24]","[1.275000002584998, 25.227499999999996, 11.24]",3. OG OK
Basic Wall:STB 0250:2905912,3wJ3aq5arE4A5UCMR0ody4,0.08000000000017674,0.02499999999999973,"[1.2875000025849979, 25.215, 11.24]","[1.2875000025849979, 25.255000000000088, 11.24]","[1.2875000025849979, 25.295000000000176, 11.24]",3. OG OK
Basic Wall:STB 0250:2906016,3wJ3aq5arE4A5UCMR0od_S,0.06000000000017262,0.02499999999999973,"[2.3424999999999985, 25.295000000000176, 11.24]","[2.3424999999999985, 25.26500000000009, 11.24]","[2.3424999999999985, 25.235000000000003, 11.24]",3. OG OK
Basic Wall:STB 0250:2906188,3wJ3aq5arE4A5UCMR0od1m,2.5750000000000006,0.025000000000002978,"[2.3549999999999986, 25.2475, 11.24]","[3.642499999999999, 25.2475, 11.24]","[4.93, 25.2475, 11.24]",3. OG OK
Basic Wall:STB 0250:2906209,3wJ3aq5arE4A5UCMR0od1T,0.06000000000017262,0.025000000000000813,"[4.942499999999999, 25.234999999999992, 11.24]","[4.942499999999999, 25.26500000000008, 11.24]","[4.942499999999999, 25.295000000000165, 11.24]",3. OG OK
Basic Wall:STB 0250:2906264,3wJ3aq5arE4A5UCMR0od2a,0.03500000000017397,0.025000000000000813,"[5.987499999999993, 25.29500000000016, 11.24]","[5.987499999999993, 25.277500000000074, 11.24]","[5.987499999999993, 25.259999999999987, 11.24]",3. OG OK
Basic Wall:STB 0250:2906372,3wJ3aq5arE4A5UCMR0od4u,2.580000000000005,0.025000000000002978,"[5.974999999999993, 25.247499999999988, 11.24]","[7.264999999999995, 25.247499999999988, 11.24]","[8.554999999999998, 25.247499999999988, 11.24]",3. OG OK
Basic Wall:STB 0250:2906397,3wJ3aq5arE4A5UCMR0od4X,0.06000000000017262,0.025000000000000813,"[8.567499999999999, 25.23499999999998, 11.24]","[8.567499999999999, 25.265000000000068, 11.24]","[8.567499999999999, 25.295000000000154, 11.24]",3. OG OK
Basic Wall:STB 0250:2906469,3wJ3aq5arE4A5UCMR0od5P,0.06000000000017262,0.025000000000000813,"[9.622499999999999, 25.29500000000015, 11.24]","[9.622499999999999, 25.265000000000065, 11.24]","[9.622499999999999, 25.234999999999978, 11.24]",3. OG OK
Basic Wall:STB 0250:2906582,3wJ3aq5arE4A5UCMR0od7g,2.5600000000000005,0.025000000000002978,"[9.635, 25.247499999999974, 11.24]","[10.915, 25.247499999999974, 11.24]","[12.195, 25.247499999999974, 11.24]",3. OG OK
Basic Wall:STB 0250:2906608,3wJ3aq5arE4A5UCMR0od7C,0.06000000000017262,0.02499999999999865,"[12.2075, 25.234999999999967, 11.24]","[12.2075, 25.265000000000054, 11.24]","[12.2075, 25.29500000000014, 11.24]",3. OG OK
Basic Wall:STB 0250:2906681,2NO9QtQAL869wxTVsWcVc1,0.05500000000013477,0.02499999999999865,"[13.2625, 25.295000000000137, 11.24]","[13.2625, 25.26750000000007, 11.24]","[13.2625, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2906756,2NO9QtQAL869wxTVsWcVay,2.5700000000013024,0.025000000000002978,"[13.274999999999999, 25.252499999999998, 11.24]","[14.560000000000649, 25.252499999999998, 11.24]","[15.845000000001301, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2906779,2NO9QtQAL869wxTVsWcVaZ,0.05500000000013477,0.02499999999999865,"[15.8575000000013, 25.23999999999999, 11.24]","[15.8575000000013, 25.26750000000006, 11.24]","[15.8575000000013, 25.295000000000126, 11.24]",3. OG OK
Basic Wall:STB 0250:2906826,2NO9QtQAL869wxTVsWcVbo,0.0550000000001261,0.02499999999999865,"[16.907499999999995, 25.295000000000126, 11.24]","[16.907499999999995, 25.267500000000062, 11.24]","[16.907499999999995, 25.24, 11.24]",3. OG OK
Basic Wall:STB 0250:2906895,2NO9QtQAL869wxTVsWcVYt,2.5600000000000005,0.025000000000002978,"[16.919999999999995, 25.252499999999998, 11.24]","[18.199999999999996, 25.252499999999998, 11.24]","[19.479999999999997, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2906926,2NO9QtQAL869wxTVsWcVYM,0.05500000000011744,0.02499999999999865,"[19.492499999999993, 25.240000000000002, 11.24]","[19.492499999999993, 25.267500000000062, 11.24]","[19.492499999999993, 25.29500000000012, 11.24]",3. OG OK
Basic Wall:STB 0250:2907025,2NO9QtQAL869wxTVsWcVWf,0.05500000000011311,0.025000000000002978,"[20.542499999999997, 25.295000000000115, 11.24]","[20.542499999999997, 25.26750000000006, 11.24]","[20.542499999999997, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2907087,2NO9QtQAL869wxTVsWcVXt,2.5650000000000017,0.025000000000002978,"[20.554999999999996, 25.252499999999998, 11.24]","[21.8375, 25.252499999999998, 11.24]","[23.119999999999997, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2907125,2NO9QtQAL869wxTVsWcVXD,0.05500000000010878,0.025000000000002978,"[23.1325, 25.24, 11.24]","[23.1325, 25.267500000000055, 11.24]","[23.1325, 25.29500000000011, 11.24]",3. OG OK
Basic Wall:STB 0250:2907173,2NO9QtQAL869wxTVsWcV_T,0.055000000000104445,0.025000000000002978,"[24.18749999999999, 25.2950000000001, 11.24]","[24.18749999999999, 25.267500000000048, 11.24]","[24.18749999999999, 25.24, 11.24]",3. OG OK
Basic Wall:STB 0250:2907237,2NO9QtQAL869wxTVsWcV$T,0.5600000025850014,0.025000000000002978,"[24.199999999999992, 25.252499999999994, 11.24]","[24.480000001292495, 25.252499999999994, 11.24]","[24.760000002584995, 25.252499999999994, 11.24]",3. OG OK
Basic Wall:STB 0250:2907339,2NO9QtQAL869wxTVsWcVzp,1.6799999974163,0.025000000000002978,"[25.085000002585005, 25.252499999999998, 11.24]","[25.925000001293157, 25.252499999999998, 11.24]","[26.765000000001304, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2907365,2NO9QtQAL869wxTVsWcVzT,0.055000000000095785,0.025000000000002978,"[26.777500000001307, 25.24, 11.24]","[26.777500000001307, 25.267500000000048, 11.24]","[26.777500000001307, 25.295000000000094, 11.24]",3. OG OK
Basic Wall:STB 0250:2907427,2NO9QtQAL869wxTVsWcVwR,0.055000000000100115,0.025000000000002978,"[27.822499999999998, 25.295000000000094, 11.24]","[27.822499999999998, 25.267500000000044, 11.24]","[27.822499999999998, 25.239999999999995, 11.24]",3. OG OK
Basic Wall:STB 0250:2907484,2NO9QtQAL869wxTVsWcVxa,2.570000000001304,0.025000000000002978,"[27.835, 25.25249999999999, 11.24]","[29.12000000000065, 25.25249999999999, 11.24]","[30.405000000001305, 25.25249999999999, 11.24]",3. OG OK
Basic Wall:STB 0250:2907519,2NO9QtQAL869wxTVsWcVx7,0.055000000000100115,0.025000000000002978,"[30.417500000001308, 25.239999999999984, 11.24]","[30.417500000001308, 25.267500000000034, 11.24]","[30.417500000001308, 25.295000000000083, 11.24]",3. OG OK
Basic Wall:STB 0250:2907603,2NO9QtQAL869wxTVsWcVvh,0.05500000000007846,0.025000000000002978,"[31.467499999999994, 25.29500000000008, 11.24]","[31.467499999999994, 25.26750000000004, 11.24]","[31.467499999999994, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2907704,2NO9QtQAL869wxTVsWcVs0,2.5650000000013184,0.025000000000002978,"[31.479999999999997, 25.252499999999998, 11.24]","[32.76250000000066, 25.252499999999998, 11.24]","[34.045000000001316, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2907729,2NO9QtQAL869wxTVsWcVtf,0.05500000000007846,0.025000000000002978,"[34.05750000000131, 25.23999999999999, 11.24]","[34.05750000000131, 25.26750000000003, 11.24]","[34.05750000000131, 25.29500000000007, 11.24]",3. OG OK
Basic Wall:STB 0250:2907777,2NO9QtQAL869wxTVsWcVqv,0.05500000000006546,0.025000000000002978,"[35.1025, 25.295000000000066, 11.24]","[35.1025, 25.267500000000034, 11.24]","[35.1025, 25.24, 11.24]",3. OG OK
Basic Wall:STB 0250:2907828,2NO9QtQAL869wxTVsWcVqC,2.570000000001313,0.025000000000002978,"[35.115, 25.252499999999998, 11.24]","[36.40000000000066, 25.252499999999998, 11.24]","[37.68500000000132, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2907851,2NO9QtQAL869wxTVsWcVrp,0.05500000000006546,0.025000000000002978,"[37.69750000000131, 25.23999999999999, 11.24]","[37.69750000000131, 25.267500000000027, 11.24]","[37.69750000000131, 25.29500000000006, 11.24]",3. OG OK
Basic Wall:STB 0250:2907924,2NO9QtQAL869wxTVsWcVoi,0.05500000000005247,0.025000000000002978,"[38.7425, 25.295000000000055, 11.24]","[38.7425, 25.267500000000027, 11.24]","[38.7425, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2908004,2NO9QtQAL869wxTVsWcVpS,2.569999999999528,0.025000000000002978,"[38.755, 25.252499999999998, 11.24]","[40.039999999999765, 25.252499999999998, 11.24]","[41.324999999999534, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2908023,2NO9QtQAL869wxTVsWcVpF,0.05500000000005247,0.02499999999999432,"[41.33749999999952, 25.23999999999999, 11.24]","[41.33749999999952, 25.26750000000002, 11.24]","[41.33749999999952, 25.295000000000044, 11.24]",3. OG OK
Basic Wall:STB 0250:2908082,2NO9QtQAL869wxTVsWcVmA,0.055000000000043806,0.02499999999999432,"[42.382499999998224, 25.295000000000044, 11.24]","[42.382499999998224, 25.267500000000023, 11.24]","[42.382499999998224, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2908121,2NO9QtQAL869wxTVsWcVnX,2.5700000000011745,0.025000000000002978,"[42.39499999999822, 25.252499999999998, 11.24]","[43.679999999998806, 25.252499999999998, 11.24]","[44.96499999999939, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2908153,2NO9QtQAL869wxTVsWcVn1,0.055000000000043806,0.02499999999999432,"[44.97749999999939, 25.23999999999999, 11.24]","[44.97749999999939, 25.267500000000013, 11.24]","[44.97749999999939, 25.295000000000034, 11.24]",3. OG OK
Basic Wall:STB 0250:2908242,2NO9QtQAL869wxTVsWcSFg,0.05500000000003081,0.02499999999999432,"[46.02249999999809, 25.295000000000034, 11.24]","[46.02249999999809, 25.26750000000002, 11.24]","[46.02249999999809, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2908330,2NO9QtQAL869wxTVsWcSCI,2.5700000000011745,0.025000000000002978,"[46.034999999998085, 25.252499999999998, 11.24]","[47.31999999999867, 25.252499999999998, 11.24]","[48.60499999999926, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2908355,2NO9QtQAL869wxTVsWcSDx,0.05500000000003081,0.02499999999999432,"[48.617499999999254, 25.23999999999999, 11.24]","[48.617499999999254, 25.267500000000005, 11.24]","[48.617499999999254, 25.295000000000023, 11.24]",3. OG OK
Basic Wall:STB 0250:2908420,2NO9QtQAL869wxTVsWcSAy,0.05500000000001782,0.02499999999999432,"[49.6625, 25.29500000000002, 11.24]","[49.6625, 25.267500000000013, 11.24]","[49.6625, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2908485,2NO9QtQAL869wxTVsWcSBz,2.56999999999913,0.025000000000002978,"[49.675, 25.252499999999998, 11.24]","[50.95999999999956, 25.252499999999998, 11.24]","[52.24499999999912, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2908502,2NO9QtQAL869wxTVsWcSBk,0.05500000000001782,0.02499999999999432,"[52.25749999999912, 25.23999999999999, 11.24]","[52.25749999999912, 25.2675, 11.24]","[52.25749999999912, 25.29500000000001, 11.24]",3. OG OK
Basic Wall:STB 0250:2908558,2NO9QtQAL869wxTVsWcS8s,0.05500000000000915,0.02499999999999432,"[53.30249999999782, 25.295000000000012, 11.24]","[53.30249999999782, 25.267500000000005, 11.24]","[53.30249999999782, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2908632,2NO9QtQAL869wxTVsWcS9W,2.5700000000011745,0.025000000000002978,"[53.314999999997816, 25.252499999999998, 11.24]","[54.5999999999984, 25.252499999999998, 11.24]","[55.88499999999899, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2908653,2NO9QtQAL869wxTVsWcS9L,0.05500000000000915,0.02499999999999432,"[55.897499999998985, 25.23999999999999, 11.24]","[55.897499999998985, 25.2675, 11.24]","[55.897499999998985, 25.295, 11.24]",3. OG OK
Basic Wall:STB 0250:2908690,2NO9QtQAL869wxTVsWcS6g,0.05499999999999616,0.02499999999999432,"[56.942499999997686, 25.294999999999998, 11.24]","[56.942499999997686, 25.2675, 11.24]","[56.942499999997686, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2908742,2NO9QtQAL869wxTVsWcS7_,2.5700000000011745,0.025000000000002978,"[56.95499999999768, 25.252499999999998, 11.24]","[58.23999999999827, 25.252499999999998, 11.24]","[59.524999999998855, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2908761,2NO9QtQAL869wxTVsWcS7X,0.05499999999999616,0.02499999999999432,"[59.53749999999885, 25.23999999999999, 11.24]","[59.53749999999885, 25.26749999999999, 11.24]","[59.53749999999885, 25.294999999999987, 11.24]",3. OG OK
Basic Wall:STB 0250:2908866,2NO9QtQAL869wxTVsWcS5w,0.054999999999983167,0.02499999999999432,"[60.5825, 25.294999999999984, 11.24]","[60.5825, 25.26749999999999, 11.24]","[60.5825, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2908945,2NO9QtQAL869wxTVsWcS2f,2.5599999999999983,0.025000000000002978,"[60.595, 25.252499999999998, 11.24]","[61.875, 25.252499999999998, 11.24]","[63.154999999999994, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2908974,2NO9QtQAL869wxTVsWcS2M,0.0549999999999745,0.02499999999999432,"[63.1675, 25.240000000000002, 11.24]","[63.1675, 25.26749999999999, 11.24]","[63.1675, 25.294999999999977, 11.24]",3. OG OK
Basic Wall:STB 0250:2909043,2NO9QtQAL869wxTVsWcS3B,0.05499999999997017,0.02499999999999432,"[64.2225, 25.294999999999973, 11.24]","[64.2225, 25.267499999999988, 11.24]","[64.2225, 25.240000000000002, 11.24]",3. OG OK
Basic Wall:STB 0250:2909180,2NO9QtQAL869wxTVsWcS14,1.0600000000000016,0.025000000000002978,"[64.235, 25.252499999999998, 11.24]","[64.765, 25.252499999999998, 11.24]","[65.295, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2909267,2NO9QtQAL869wxTVsWcSVh,1.349999999998593,0.025000000000002978,"[65.455, 25.252499999999998, 11.24]","[66.12999999999928, 25.252499999999998, 11.24]","[66.80499999999859, 25.252499999999998, 11.24]",3. OG OK
Basic Wall:STB 0250:2909368,2NO9QtQAL869wxTVsWcSS0,0.05499999999996584,0.02499999999999432,"[66.81749999999859, 25.24, 11.24]","[66.81749999999859, 25.26749999999998, 11.24]","[66.81749999999859, 25.294999999999963, 11.24]",3. OG OK
Basic Wall:STB 0250:2909402,2NO9QtQAL869wxTVsWcSTY,0.05499999999997017,0.02499999999999432,"[67.86249999999727, 25.294999999999963, 11.24]","[67.86249999999727, 25.267499999999977, 11.24]","[67.86249999999727, 25.23999999999999, 11.24]",3. OG OK
Basic Wall:STB 0250:2909486,2NO9QtQAL869wxTVsWcSQM,1.8000000000027268,0.025000000000002978,"[67.87499999999727, 25.25249999999999, 11.24]","[68.77499999999864, 25.25249999999999, 11.24]","[69.675, 25.25249999999999, 11.24]",3. OG OK
Basic Wall:STB 0250:2909568,2NO9QtQAL869wxTVsWcSOu,1.7999999998415095,0.02499999999999432,"[69.39250000000003, 25.239999999999988, 11.24]","[69.39250000000003, 24.340000000079232, 11.24]","[69.39250000000003, 23.440000000158477, 11.24]",3. OG OK
Basic Wall:STB 0250:2909617,2NO9QtQAL869wxTVsWcSO9,1.815000000158483,0.02499999999999432,"[69.39250000000003, 23.31500000015848, 11.24]","[69.39250000000003, 22.40750000007924, 11.24]","[69.39250000000003, 21.499999999999996, 11.24]",3. OG OK
Basic Wall:STB 0250:2909716,2NO9QtQAL869wxTVsWcSMi,2.464999999999942,0.025000000000002978,"[69.67499999999998, 21.5125, 11.24]","[68.44250000000001, 21.5125, 11.24]","[67.21000000000004, 21.5125, 11.24]",3. OG OK
Basic Wall:STB 160:2909984,2NO9QtQAL869wxTVsWcSIO,3.9549999999999588,0.15999999999999828,"[65.375, 25.294999999999973, 11.24]","[65.375, 23.317499999999995, 11.24]","[65.375, 21.340000000000014, 11.24]",3. OG OK
Basic Wall:STB 160:2910047,2NO9QtQAL869wxTVsWcSJd,1.75500000000006,0.15999999999999828,"[65.45499999999998, 21.420000000000012, 11.24]","[66.33250000000001, 21.420000000000012, 11.24]","[67.21000000000005, 21.420000000000012, 11.24]",3. OG OK
Basic Wall:STB 100:2910468,2NO9QtQAL869wxTVsWcSgy,3.73999999999999,0.09999999999999473,"[66.63088572776716, 21.500000000000007, 11.24]","[66.63088572776716, 23.370000000000005, 11.24]","[66.63088572776716, 25.24, 11.24]",3. OG OK
Basic Wall:STB 120:2910570,2NO9QtQAL869wxTVsWcShI,2.9941142722328276,0.1199999999999987,"[66.68088572776718, 23.38000000015849, 11.24]","[68.17794286388359, 23.38000000015849, 11.24]","[69.675, 23.38000000015849, 11.24]",3. OG OK
Basic Wall:STB 0250:2910924,2NO9QtQAL869wxTVsWcSbq,1.7999999998415095,0.02499999999999441,"[68.0725, 25.23999999999999, 11.24]","[68.0725, 24.340000000079236, 11.24]","[68.0725, 23.44000000015848, 11.24]",3. OG OK
Basic Wall:STB 0250:2911016,2NO9QtQAL869wxTVsWcSYG,1.2950000000000175,0.025000000000002978,"[68.08500000000001, 24.327500000079237, 11.24]","[68.73250000000002, 24.327500000079237, 11.24]","[69.38000000000002, 24.327500000079237, 11.24]",3. OG OK
Basic Wall:STB 0250:2911089,2NO9QtQAL869wxTVsWcSZ9,0.3794337567297639,0.02499999999999865,"[65.455, 23.752500000158484, 11.24]","[65.64471687836487, 23.752500000158484, 11.24]","[65.83443375672977, 23.752500000158484, 11.24]",3. OG OK
Basic Wall:STB 0250:2911137,2NO9QtQAL869wxTVsWcSWP,0.2742413778650802,0.025000000000003963,"[65.81639156081758, 23.74625000015849, 11.24]","[65.88495190528386, 23.627500000158484, 11.24]","[65.95351224975012, 23.508750000158482, 11.24]",3. OG OK
Basic Wall:STB 0250:2911172,2NO9QtQAL869wxTVsWcSXy,0.63098191719949,0.02499999999999865,"[65.94990381056769, 23.52750000015848, 11.24]","[66.26539476916744, 23.52750000015848, 11.24]","[66.58088572776718, 23.52750000015848, 11.24]",3. OG OK
Basic Wall:STB 0250:2911245,2NO9QtQAL869wxTVsWcS_r,0.4111880215351845,0.02499999999999865,"[65.45499999999998, 23.007499999999997, 11.24]","[65.66059401076757, 23.007499999999997, 11.24]","[65.86618802153517, 23.007499999999997, 11.24]",3. OG OK
Basic Wall:STB 0250:2911269,2NO9QtQAL869wxTVsWcS_T,0.21073284825420593,0.025000000000003998,"[65.84814582562299, 23.01375, 11.24]","[65.90082903768655, 23.104999999999997, 11.24]","[65.95351224975009, 23.196249999999996, 11.24]",3. OG OK
Basic Wall:STB 0250:2911315,2NO9QtQAL869wxTVsWcS$h,0.6309819171995074,0.02499999999999865,"[65.94990381056766, 23.17749999999999, 11.24]","[66.26539476916741, 23.17749999999999, 11.24]","[66.58088572776717, 23.17749999999999, 11.24]",3. OG OK
Basic Wall:STB 0250:2911421,2NO9QtQAL869wxTVsWcSy5,0.8899999999999969,0.02499999999999441,"[67.8675, 21.525000000000002, 11.24]","[67.8675, 21.97, 11.24]","[67.8675, 22.415, 11.24]",3. OG OK
Basic Wall:STB 0250:2911545,2NO9QtQAL869wxTVsWcSw1,1.5000000000000142,0.025000000000002978,"[67.88000000000001, 22.402499999999996, 11.24]","[68.63000000000002, 22.402499999999996, 11.24]","[69.38000000000002, 22.402499999999996, 11.24]",3. OG OK
Basic Wall:STB 150:2912509,2xha1EVebBy8ZbcTVjtfx4,12.374999999477716,0.15000000000000063,"[65.665, 18.859999999999967, 11.24]","[65.665, 12.67250000026111, 11.24]","[65.665, 6.485000000522252, 11.24]",3. OG OK
Basic Wall:STB 130:2912681,2xha1EVebBy8ZbcTVjtf_G,3.6000000000000045,0.13000000000000078,"[65.74, 12.660000000000007, 11.24]","[67.53999999999999, 12.660000000000007, 11.24]","[69.34, 12.660000000000007, 11.24]",3. OG OK
Basic Wall:STB 275:2913317,2xha1EVebBy8ZbcTVjtfeS,12.424999999477718,0.27499999999999813,"[62.452500000000036, 18.859999999999978, 11.24]","[62.452500000000036, 12.647500000261118, 11.24]","[62.452500000000036, 6.43500000052226, 11.24]",3. OG OK
Basic Wall:STB 190:2913692,2xha1EVebBy8ZbcTVjtfkb,37.392499997415044,0.19000000000000022,"[62.31500000000004, 19.024999999999956, 11.24]","[43.61875000129252, 19.024999999999956, 11.24]","[24.922500002584997, 19.024999999999956, 11.24]",3. OG OK
Basic Wall:STB 0500:2913821,2xha1EVebBy8ZbcTVjtfWa,0.449999999999928,0.0499999999999973,"[24.404999999999987, 23.46499999999993, 11.24]","[24.404999999999987, 23.239999999999966, 11.24]","[24.404999999999987, 23.015, 11.24]",3. OG OK
Basic Wall:STB 0500:2913856,2xha1EVebBy8ZbcTVjtfXv,0.17000000000000468,0.0499999999999973,"[24.429999999999986, 23.040000000000003, 11.24]","[24.514999999999986, 23.040000000000003, 11.24]","[24.59999999999999, 23.040000000000003, 11.24]",3. OG OK
Basic Wall:STB 0500:2913922,2xha1EVebBy8ZbcTVjtfYx,3.93500000000008,0.0499999999999973,"[24.574999999999992, 23.015, 11.24]","[24.574999999999992, 21.04749999999996, 11.24]","[24.574999999999992, 19.07999999999992, 11.24]",3. OG OK
Basic Wall:STB 325:2914374,2xha1EVebBy8ZbcTVjtfP$,6.215000000000181,0.3249999999999998,"[24.922500002585004, 25.2950000000001, 11.24]","[24.922500002585004, 22.18750000000001, 11.24]","[24.922500002585004, 19.07999999999992, 11.24]",3. OG OK
Basic Wall:STB 150:2914601,2xha1EVebBy8ZbcTVjtfSG,37.72,0.15000000000000066,"[25.085000002585, 23.539999999999928, 11.24]","[43.945000002585004, 23.539999999999928, 11.24]","[62.805000002585004, 23.539999999999928, 11.24]",3. OG OK
Basic Wall:STB 150:2914663,2xha1EVebBy8ZbcTVjtfTU,4.344999999999831,0.15000000000000058,"[62.730000002585, 23.464999999999808, 11.24]","[62.730000002585, 21.29249999999989, 11.24]","[62.730000002585, 19.119999999999976, 11.24]",3. OG OK
Basic Wall:STB 150:2914731,2xha1EVebBy8ZbcTVjtfUI,2.094999999999857,0.15000000000000055,"[60.41000000000005, 23.464999999999815, 11.24]","[60.41000000000005, 22.417499999999887, 11.24]","[60.41000000000005, 21.36999999999996, 11.24]",3. OG OK
Basic Wall:STB 150:2914771,2xha1EVebBy8ZbcTVjtfVg,0.6200000000000323,0.15000000000000055,"[60.33500000000005, 21.444999999999958, 11.24]","[60.025000000000034, 21.444999999999958, 11.24]","[59.71500000000002, 21.444999999999958, 11.24]",3. OG OK
Basic Wall:STB 150:2914850,2xha1EVebBy8ZbcTVjtfGR,2.2499999999999933,0.15000000000000055,"[59.79000000000002, 21.36999999999996, 11.24]","[59.79000000000002, 20.244999999999962, 11.24]","[59.79000000000002, 19.119999999999965, 11.24]",3. OG OK
Basic Wall:STB 150:2914966,2xha1EVebBy8ZbcTVjtfIl,4.3449999999998505,0.15000000000000055,"[57.03999999999999, 23.464999999999826, 11.24]","[57.03999999999999, 21.2924999999999, 11.24]","[57.03999999999999, 19.119999999999976, 11.24]",3. OG OK
Basic Wall:STB 150:2915041,2xha1EVebBy8ZbcTVjtfJO,4.344999999999852,0.15000000000000063,"[52.190000001671415, 23.464999999999844, 11.24]","[52.190000001671415, 21.29249999999992, 11.24]","[52.190000001671415, 19.11999999999999, 11.24]",3. OG OK
Basic Wall:STB 150:2915100,2xha1EVebBy8ZbcTVjtfKb,4.344999999999855,0.1500000000000006,"[47.34000000501423, 23.464999999999858, 11.24]","[47.34000000501423, 21.292499999999933, 11.24]","[47.34000000501423, 19.120000000000005, 11.24]",3. OG OK
