Name,GUID,Length,Width,Start_Point,Mid_Point,End_Point,Building_Storey
Basic Wall:STB 200:2780428,3gkGN3cIn3GfW4n5S$8271,0.8000000000000044,0.19999999999999785,"[21.020000000000003, 26.39999999999998, -3.825]","[21.020000000000003, 25.99999999999998, -3.825]","[21.020000000000003, 25.599999999999977, -3.825]",1. UG OK
Basic Wall:STB 200:2780497,3gkGN3cIn3GfW4n5S$826S,0.999999999999855,0.19999999999999785,"[26.299999999999994, 25.60000000000011, -3.825]","[26.299999999999994, 26.100000000000037, -3.825]","[26.299999999999994, 26.599999999999966, -3.825]",1. UG OK
Basic Wall:STB 200:2780545,3gkGN3cIn3GfW4n5S$825C,2.000000000000009,0.19999999999999785,"[26.399999999999995, 26.499999999999968, -3.825]","[27.4, 26.499999999999968, -3.825]","[28.400000000000006, 26.499999999999968, -3.825]",1. UG OK
Basic Wall:STB 200:2780583,3gkGN3cIn3GfW4n5S$825g,0.7999999999998615,0.19999999999999785,"[28.300000000000004, 26.399999999999963, -3.825]","[28.300000000000004, 26.000000000000032, -3.825]","[28.300000000000004, 25.6000000000001, -3.825]",1. UG OK
Basic Wall:STB 200:2780650,3gkGN3cIn3GfW4n5S$824d,0.9999999999998593,0.19999999999999785,"[29.939999999999994, 25.600000000000097, -3.825]","[29.939999999999994, 26.100000000000026, -3.825]","[29.939999999999994, 26.599999999999955, -3.825]",1. UG OK
Basic Wall:STB 200:2780684,3gkGN3cIn3GfW4n5S$82B1,2.0000000000000044,0.19999999999999785,"[30.04, 26.499999999999957, -3.825]","[31.040000000000003, 26.499999999999957, -3.825]","[32.040000000000006, 26.499999999999957, -3.825]",1. UG OK
Basic Wall:STB 200:2780717,3gkGN3cIn3GfW4n5S$82BW,0.7999999999998615,0.19999999999999785,"[31.940000000000005, 26.399999999999956, -3.825]","[31.940000000000005, 26.000000000000025, -3.825]","[31.940000000000005, 25.600000000000094, -3.825]",1. UG OK
Basic Wall:STB 200:2780755,3gkGN3cIn3GfW4n5S$82AU,0.9999999999998593,0.19999999999999785,"[33.58, 25.60000000000009, -3.825]","[33.58, 26.10000000000002, -3.825]","[33.58, 26.599999999999948, -3.825]",1. UG OK
Basic Wall:STB 200:2780794,3gkGN3cIn3GfW4n5S$82At,2.0,0.19999999999999785,"[33.68, 26.49999999999995, -3.825]","[34.68, 26.49999999999995, -3.825]","[35.68, 26.49999999999995, -3.825]",1. UG OK
Basic Wall:STB 200:2780822,3gkGN3cIn3GfW4n5S$829R,0.7999999999998658,0.19999999999999785,"[35.580000000000005, 26.399999999999945, -3.825]","[35.580000000000005, 26.000000000000014, -3.825]","[35.580000000000005, 25.60000000000008, -3.825]",1. UG OK
Basic Wall:STB 200:2780872,3gkGN3cIn3GfW4n5S$8285,0.9999999999998637,0.19999999999999785,"[37.21999999999999, 25.600000000000076, -3.825]","[37.21999999999999, 26.10000000000001, -3.825]","[37.21999999999999, 26.59999999999994, -3.825]",1. UG OK
Basic Wall:STB 200:2780917,3gkGN3cIn3GfW4n5S$828u,1.9919637694967656,0.19999999999999785,"[37.32, 26.49999999999994, -3.825]","[38.31598188474838, 26.49999999999994, -3.825]","[39.311963769496764, 26.49999999999994, -3.825]",1. UG OK
Basic Wall:STB 200:2780941,3gkGN3cIn3GfW4n5S$82F0,0.7999999999998701,0.2000000000000065,"[39.21196376949676, 26.399999999999938, -3.825]","[39.21196376949676, 26.000000000000004, -3.825]","[39.21196376949676, 25.60000000000007, -3.825]",1. UG OK
Basic Wall:STB 200:2781043,3gkGN3cIn3GfW4n5S$82E_,0.999999999999868,0.2000000000000065,"[40.86, 25.600000000000062, -3.825]","[40.86, 26.099999999999994, -3.825]","[40.86, 26.59999999999993, -3.825]",1. UG OK
Basic Wall:STB 200:2781073,3gkGN3cIn3GfW4n5S$82DS,2.0000000000000306,0.19999999999999785,"[40.959999999999994, 26.499999999999932, -3.825]","[41.96000000000001, 26.499999999999932, -3.825]","[42.96000000000002, 26.499999999999932, -3.825]",1. UG OK
Basic Wall:STB 200:2781096,3gkGN3cIn3GfW4n5S$82Db,0.7999999999998701,0.2000000000000065,"[42.86000000000002, 26.399999999999928, -3.825]","[42.86000000000002, 25.999999999999993, -3.825]","[42.86000000000002, 25.60000000000006, -3.825]",1. UG OK
Basic Wall:STB 200:2781177,3gkGN3cIn3GfW4n5S$82Cq,0.999999999999868,0.2000000000000065,"[44.499999999999986, 25.600000000000055, -3.825]","[44.499999999999986, 26.099999999999987, -3.825]","[44.499999999999986, 26.599999999999923, -3.825]",1. UG OK
Basic Wall:STB 200:2781209,3gkGN3cIn3GfW4n5S$83pK,2.0000000000000133,0.19999999999999785,"[44.59999999999998, 26.499999999999922, -3.825]","[45.59999999999999, 26.499999999999922, -3.825]","[46.599999999999994, 26.499999999999922, -3.825]",1. UG OK
Basic Wall:STB 200:2781229,3gkGN3cIn3GfW4n5S$83pW,0.7999999999998745,0.2000000000000065,"[46.49999999999999, 26.39999999999992, -3.825]","[46.49999999999999, 25.999999999999986, -3.825]","[46.49999999999999, 25.600000000000048, -3.825]",1. UG OK
Basic Wall:STB 200:2781285,3gkGN3cIn3GfW4n5S$83oe,0.9999999999998723,0.2000000000000065,"[48.13024542509433, 25.60000000000004, -3.825]","[48.13024542509433, 26.099999999999977, -3.825]","[48.13024542509433, 26.599999999999913, -3.825]",1. UG OK
Basic Wall:STB 200:2781318,3gkGN3cIn3GfW4n5S$83nB,2.009754574905683,0.19999999999999785,"[48.230245425094324, 26.499999999999915, -3.825]","[49.23512271254717, 26.499999999999915, -3.825]","[50.24000000000001, 26.499999999999915, -3.825]",1. UG OK
Basic Wall:STB 200:2781345,3gkGN3cIn3GfW4n5S$83ni,0.7999999999998788,0.2000000000000065,"[50.14, 26.39999999999991, -3.825]","[50.14, 25.99999999999997, -3.825]","[50.14, 25.60000000000003, -3.825]",1. UG OK
Basic Wall:STB 200:2781402,3gkGN3cIn3GfW4n5S$83mN,0.9999999999998767,0.2000000000000065,"[51.779999999999994, 25.600000000000026, -3.825]","[51.779999999999994, 26.099999999999966, -3.825]","[51.779999999999994, 26.599999999999902, -3.825]",1. UG OK
Basic Wall:STB 200:2781450,3gkGN3cIn3GfW4n5S$83t7,2.000000000000022,0.19999999999999785,"[51.87999999999999, 26.499999999999904, -3.825]","[52.879999999999995, 26.499999999999904, -3.825]","[53.88000000000001, 26.499999999999904, -3.825]",1. UG OK
Basic Wall:STB 200:2781471,3gkGN3cIn3GfW4n5S$83tI,0.7999999999998788,0.2000000000000065,"[53.78000000000001, 26.399999999999903, -3.825]","[53.78000000000001, 25.999999999999964, -3.825]","[53.78000000000001, 25.600000000000023, -3.825]",1. UG OK
Basic Wall:STB 200:2781566,3gkGN3cIn3GfW4n5S$83sp,0.999999999999881,0.2000000000000065,"[55.41999999999999, 25.600000000000016, -3.825]","[55.41999999999999, 26.099999999999955, -3.825]","[55.41999999999999, 26.599999999999895, -3.825]",1. UG OK
Basic Wall:STB 200:2781611,3gkGN3cIn3GfW4n5S$83rc,2.0000000000000306,0.19999999999999785,"[55.51999999999998, 26.499999999999897, -3.825]","[56.519999999999996, 26.499999999999897, -3.825]","[57.52000000000001, 26.499999999999897, -3.825]",1. UG OK
Basic Wall:STB 200:2781654,3gkGN3cIn3GfW4n5S$83qR,0.7999999999998831,0.2000000000000065,"[57.42000000000001, 26.399999999999896, -3.825]","[57.42000000000001, 25.999999999999954, -3.825]","[57.42000000000001, 25.600000000000012, -3.825]",1. UG OK
Basic Wall:STB 200:2781735,3gkGN3cIn3GfW4n5S$83xg,0.999999999999881,0.2000000000000065,"[59.059999999999995, 25.600000000000005, -3.825]","[59.059999999999995, 26.099999999999945, -3.825]","[59.059999999999995, 26.599999999999888, -3.825]",1. UG OK
Basic Wall:STB 200:2781779,3gkGN3cIn3GfW4n5S$83wU,2.000000000000022,0.19999999999999785,"[59.15999999999999, 26.49999999999989, -3.825]","[60.16, 26.49999999999989, -3.825]","[61.16000000000001, 26.49999999999989, -3.825]",1. UG OK
Basic Wall:STB 200:2781825,3gkGN3cIn3GfW4n5S$83vC,0.7999999999998875,0.2000000000000065,"[61.06000000000001, 26.399999999999885, -3.825]","[61.06000000000001, 25.999999999999943, -3.825]","[61.06000000000001, 25.599999999999998, -3.825]",1. UG OK
Basic Wall:STB 200:2781925,3gkGN3cIn3GfW4n5S$83ue,0.9999999999998853,0.2000000000000065,"[62.69999999999998, 25.599999999999994, -3.825]","[62.69999999999998, 26.099999999999937, -3.825]","[62.69999999999998, 26.59999999999988, -3.825]",1. UG OK
Basic Wall:STB 200:2781966,3gkGN3cIn3GfW4n5S$83$3,2.000000000000022,0.19999999999999785,"[62.799999999999976, 26.49999999999988, -3.825]","[63.79999999999998, 26.49999999999988, -3.825]","[64.8, 26.49999999999988, -3.825]",1. UG OK
Basic Wall:STB 200:2782009,3gkGN3cIn3GfW4n5S$83$q,0.7999999999998875,0.2000000000000065,"[64.69999999999999, 26.399999999999878, -3.825]","[64.69999999999999, 25.999999999999936, -3.825]","[64.69999999999999, 25.59999999999999, -3.825]",1. UG OK
Basic Wall:STB 200:2782078,3gkGN3cIn3GfW4n5S$83_p,0.9999999999998896,0.2000000000000065,"[66.34, 25.59999999999998, -3.825]","[66.34, 26.099999999999923, -3.825]","[66.34, 26.59999999999987, -3.825]",1. UG OK
Basic Wall:STB 200:2782121,3gkGN3cIn3GfW4n5S$83za,2.007993601760757,0.19999999999999785,"[66.44, 26.499999999999872, -3.825]","[67.44399680088037, 26.499999999999872, -3.825]","[68.44799360176076, 26.499999999999872, -3.825]",1. UG OK
Basic Wall:STB 200:2782171,3gkGN3cIn3GfW4n5S$83yM,0.7999999999998918,0.2000000000000065,"[68.34799360176075, 26.399999999999867, -3.825]","[68.34799360176075, 25.999999999999922, -3.825]","[68.34799360176075, 25.599999999999977, -3.825]",1. UG OK
Basic Wall:STB 150:2784429,3gkGN3cIn3GfW4n5S$831W,3.7226121076233203,0.15000000000000055,"[62.065, 25.1175, -3.825]","[62.065, 23.25619394618834, -3.825]","[62.065, 21.39488789237668, -3.825]",1. UG OK
Basic Wall:STB 150:2784948,3gkGN3cIn3GfW4n5S$839v,2.2538998888879664,0.15000000000000133,"[62.0137649259324, 21.48190198103983, -3.825]","[60.94488623655248, 21.12481022158329, -3.825]","[59.87600754717256, 20.76771846212675, -3.825]",1. UG OK
Basic Wall:STB 150:2785071,3gkGN3cIn3GfW4n5S$83FY,1.729772473104937,0.15000000000000055,"[59.89977247310497, 20.771583180476735, -3.825]","[59.034886236552495, 20.771583180476735, -3.825]","[58.17000000000003, 20.771583180476735, -3.825]",1. UG OK
Basic Wall:STB 150:2785506,3gkGN3cIn3GfW4n5S$8Cml,5.88750000000002,0.15000000000000058,"[58.09500000000003, 19.229999999999972, -3.825]","[58.09500000000003, 22.173749999999984, -3.825]","[58.09500000000003, 25.117499999999993, -3.825]",1. UG OK
Basic Wall:STB 150:2785819,3gkGN3cIn3GfW4n5S$8CxM,5.910000000000038,0.15000000000000055,"[54.749999999776485, 25.14000000000002, -3.825]","[54.749999999776485, 22.185, -3.825]","[54.749999999776485, 19.22999999999998, -3.825]",1. UG OK
Basic Wall:STB 200:2786784,38RoHrNHD4s9pDdqsfxWRp,5.910000000000038,0.2000000000000065,"[44.3, 25.140000000000054, -3.825]","[44.3, 22.185000000000034, -3.825]","[44.3, 19.230000000000015, -3.825]",1. UG OK
Basic Wall:STB 200:2787153,38RoHrNHD4s9pDdqsfxWH2,5.91000000000004,0.2000000000000065,"[39.43499999999998, 19.230000000000032, -3.825]","[39.43499999999998, 22.185000000000052, -3.825]","[39.43499999999998, 25.14000000000007, -3.825]",1. UG OK
Basic Wall:STB 200:2790290,38RoHrNHD4s9pDdqsfxX21,5.910000000000038,0.19999999999999785,"[35.783807345282966, 25.140000000000082, -3.825]","[35.783807345282966, 22.185000000000063, -3.825]","[35.783807345282966, 19.230000000000043, -3.825]",1. UG OK
Basic Wall:STB 450:2790748,38RoHrNHD4s9pDdqsfxXPF,5.9099999999998865,0.4500000000000017,"[24.945, 25.139999999999965, -3.825]","[24.945, 22.185000000000024, -3.825]","[24.945, 19.23000000000008, -3.825]",1. UG OK
Basic Wall:STB 260:2791362,38RoHrNHD4s9pDdqsfxXJH,5.90749999999989,0.26000000000000156,"[24.594999999999995, 19.232500000000073, -3.825]","[24.594999999999995, 22.186250000000015, -3.825]","[24.594999999999995, 25.13999999999996, -3.825]",1. UG OK
Basic Wall:STB 350:2792382,38RoHrNHD4s9pDdqsfxXYj,25.159999999999997,0.34999999999999876,"[24.719999999999988, 19.055000000000078, -3.825]","[12.13999999999999, 19.055000000000078, -3.825]","[-0.4400000000000084, 19.055000000000078, -3.825]",1. UG OK
Basic Wall:STB 115:2794036,2TpMrZtWH87h5bxc1$7g7j,5.9099999999998865,0.11499999999999985,"[14.552500000000002, 19.23000000000011, -3.825]","[14.552500000000002, 22.185000000000052, -3.825]","[14.552500000000002, 25.139999999999997, -3.825]",1. UG OK
Basic Wall:STB 140:2795225,2TpMrZtWH87h5bxc1$7gK0,4.035000000000046,0.14000000000000284,"[65.11500000000001, 0.20999999999995458, -3.825]","[65.11500000000001, 2.227499999999978, -3.825]","[65.11500000000001, 4.245000000000001, -3.825]",1. UG OK
Basic Wall:STB 140:2795484,2TpMrZtWH87h5bxc1$7gG5,3.9550000000000196,0.13999999999999957,"[65.04500000000002, 4.175, -3.825]","[63.06750000000001, 4.175, -3.825]","[61.089999999999996, 4.175, -3.825]",1. UG OK
Basic Wall:STB 140:2795601,2TpMrZtWH87h5bxc1$7gk8,3.9050000000000598,0.14000000000000284,"[61.15999999999999, 4.105000000000013, -3.825]","[61.15999999999999, 2.152499999999983, -3.825]","[61.15999999999999, 0.1999999999999531, -3.825]",1. UG OK
Basic Wall:STB 140:2795662,2TpMrZtWH87h5bxc1$7gjN,1.345000000000006,0.13999999999999999,"[61.22999999999998, 0.26999999999995355, -3.825]","[61.90249999999999, 0.26999999999995355, -3.825]","[62.57499999999999, 0.26999999999995355, -3.825]",1. UG OK
Basic Wall:STB 130:2796165,2TpMrZtWH87h5bxc1$7gbS,1.8849999999999711,0.13000000000000517,"[62.115, 6.12999999999998, -3.825]","[62.115, 5.187499999999995, -3.825]","[62.115, 4.245000000000009, -3.825]",1. UG OK
Basic Wall:STB 300:2796631,2TpMrZtWH87h5bxc1$7g_E,3.819999999999988,0.30000000000000004,"[-0.9000000000000101, 0.17999999999997804, -3.825]","[-2.810000000000004, 0.17999999999997804, -3.825]","[-4.719999999999998, 0.17999999999997804, -3.825]",1. UG OK
Basic Wall:STB 240:2796829,2TpMrZtWH87h5bxc1$7gx4,5.844999999999954,0.23999999999999957,"[-4.599999999999997, 0.32999999999998975, -3.825]","[-4.599999999999997, 3.252499999999966, -3.825]","[-4.599999999999997, 6.174999999999943, -3.825]",1. UG OK
Basic Wall:STB 300:2797665,2TpMrZtWH87h5bxc1$7hEu,7.1250000000000115,0.29999999999999893,"[-0.8999999999999996, 6.324999999999931, -3.825]","[-4.462500000000006, 6.324999999999931, -3.825]","[-8.025000000000011, 6.324999999999931, -3.825]",1. UG OK
Basic Wall:STB 400:2798316,2TpMrZtWH87h5bxc1$7h4r,0.8900000000000196,0.4,"[-8.22500000000001, 6.1749999999999545, -3.825]","[-8.22500000000001, 6.619999999999964, -3.825]","[-8.22500000000001, 7.064999999999974, -3.825]",1. UG OK
Basic Wall:STB 400:2798426,2TpMrZtWH87h5bxc1$7h23,0.4000000000000065,0.4,"[-8.225000000000012, 10.627499999999989, -3.825]","[-8.225000000000012, 10.827499999999992, -3.825]","[-8.225000000000012, 11.027499999999995, -3.825]",1. UG OK
Basic Wall:STB 400:2798602,2TpMrZtWH87h5bxc1$7hVJ,0.40000000000000435,0.4,"[-8.225000000000012, 14.312499999999991, -3.825]","[-8.225000000000012, 14.512499999999992, -3.825]","[-8.225000000000012, 14.712499999999995, -3.825]",1. UG OK
Basic Wall:STB 400:2798713,2TpMrZtWH87h5bxc1$7hUW,0.8999999999999903,0.4,"[-8.225000000000012, 18.264999999999993, -3.825]","[-8.225000000000012, 18.71499999999999, -3.825]","[-8.225000000000012, 19.164999999999985, -3.825]",1. UG OK
Basic Wall:STB 240:2799156,1DnvVeeKfA_fQrve48aPQx,11.200000000000019,0.23999999999999957,"[-8.145000000000014, 7.064999999999974, -3.825]","[-8.145000000000014, 12.664999999999983, -3.825]","[-8.145000000000014, 18.264999999999993, -3.825]",1. UG OK
Basic Wall:STB 300:2799442,1DnvVeeKfA_fQrve48aPVT,7.125000000000005,0.3000000000000011,"[-8.02500000000001, 19.01499999999998, -3.825]","[-4.462500000000007, 19.01499999999998, -3.825]","[-0.9000000000000039, 19.01499999999998, -3.825]",1. UG OK
Basic Wall:STB 240:2799685,1DnvVeeKfA_fQrve48aPZA,7.344999999999999,0.24000000000000174,"[-8.025000000000002, 14.834999999999983, -3.825]","[-4.352500000000003, 14.834999999999983, -3.825]","[-0.6800000000000033, 14.834999999999983, -3.825]",1. UG OK
Basic Wall:STB 400:2799967,1DnvVeeKfA_fQrve48aPdG,11.20000000000001,0.4000000000000001,"[-0.47999999999999754, 18.27999999999996, -3.825]","[-0.47999999999999754, 12.679999999999954, -3.825]","[-0.47999999999999754, 7.079999999999949, -3.825]",1. UG OK
1. UG Zusatz:1. UG Zusatz:2807104,1DnvVeeKfA_fQrve48aVNF,72.97500000000002,12.405000000000236,"[-4.865000000000023, 6.474999999999927, -3.825]","[31.622499999999988, 6.474999999999927, -3.825]","[68.11, 6.474999999999927, -3.825]",1. UG OK
Basic Wall:STB 240:2807659,1DnvVeeKfA_fQrve48aVVa,2.8350000000000004,0.24000000000000174,"[0.1500000000000018, 14.869999999999948, -3.825]","[1.567500000000002, 14.869999999999948, -3.825]","[2.985000000000002, 14.869999999999948, -3.825]",1. UG OK
Basic Wall:STB 240:2807925,1DnvVeeKfA_fQrve48aVZw,3.2800000000000016,0.23999999999999957,"[3.1550000000000025, 14.319999999999947, -3.825]","[3.1550000000000025, 12.679999999999946, -3.825]","[3.1550000000000025, 11.039999999999946, -3.825]",1. UG OK
Basic Wall:STB 240:2808012,1DnvVeeKfA_fQrve48aVX3,2.8200000000000007,0.24000000000000188,"[2.9850000000000025, 10.759999999999943, -3.825]","[1.5750000000000022, 10.759999999999943, -3.825]","[0.1650000000000018, 10.759999999999943, -3.825]",1. UG OK
Basic Wall:STB 300:2818959,1ZGwSlBKX1fhx$quWqkp5y,0.954999999999967,0.3000000000000011,"[69.25, 18.879999999999935, -3.825]","[69.25, 18.402499999999954, -3.825]","[69.25, 17.92499999999997, -3.825]",1. UG OK
Basic Wall:STB 160:2820160,1ZGwSlBKX1fhx$quWqkpgp,5.080000000000014,0.1599999999999983,"[69.4, 15.799999999999947, -3.825]","[66.86, 15.799999999999947, -3.825]","[64.32, 15.799999999999947, -3.825]",1. UG OK
Basic Wall:STB 250:2820755,1ZGwSlBKX1fhx$quWqkpXW,12.399999999999977,0.24999999999999517,"[64.195, 18.87999999999995, -3.825]","[64.195, 12.67999999999996, -3.825]","[64.195, 6.479999999999972, -3.825]",1. UG OK
Basic Wall:STB 150:2821254,1ZGwSlBKX1fhx$quWqkpvr,1.5000000000000056,0.15000000000000063,"[64.07, 16.60499999999994, -3.825]","[63.31999999999999, 16.60499999999994, -3.825]","[62.569999999999986, 16.60499999999994, -3.825]",1. UG OK
Basic Wall:STB 300:2821730,1ZGwSlBKX1fhx$quWqkpoH,11.220000000000004,0.30000000000000115,"[62.41999999999998, 18.299999999999947, -3.825]","[62.41999999999998, 12.689999999999944, -3.825]","[62.41999999999998, 7.079999999999943, -3.825]",1. UG OK
Basic Wall:STB 240:2823509,0PGOXOdgzC0unapdvJZ09w,3.31000000000001,0.2399999999999975,"[32.68000000000001, 14.969999999999947, -3.825]","[32.68000000000001, 16.624999999999954, -3.825]","[32.68000000000001, 18.27999999999996, -3.825]",1. UG OK
Basic Wall:STB 240:2824128,0PGOXOdgzC0unapdvJZ03l,3.3100000000000316,0.2399999999999975,"[29.040000000000003, 18.27999999999996, -3.825]","[29.040000000000003, 16.624999999999943, -3.825]","[29.040000000000003, 14.969999999999928, -3.825]",1. UG OK
Basic Wall:STB 240:2824390,0PGOXOdgzC0unapdvJZ0$f,3.3100000000000187,0.2399999999999974,"[24.655000000000005, 18.27999999999996, -3.825]","[24.655000000000005, 16.62499999999995, -3.825]","[24.655000000000005, 14.96999999999994, -3.825]",1. UG OK
Basic Wall:STB 260:2824667,0PGOXOdgzC0unapdvJZ0xq,4.144999999999997,0.26000000000000156,"[24.775, 15.099999999999937, -3.825]","[26.847499999999997, 15.099999999999937, -3.825]","[28.919999999999995, 15.099999999999937, -3.825]",1. UG OK
Basic Wall:STB 100:2824920,0PGOXOdgzC0unapdvJZ0tt,3.3150000000000284,0.10000000000000325,"[25.155000000000012, 18.544999999999963, -3.825]","[25.155000000000012, 16.88749999999995, -3.825]","[25.155000000000012, 15.229999999999935, -3.825]",1. UG OK
Basic Wall:STB 100:2825008,0PGOXOdgzC0unapdvJZ0mV,1.360000000000005,0.10000000000000325,"[26.42, 15.229999999999933, -3.825]","[26.42, 15.909999999999936, -3.825]","[26.42, 16.58999999999994, -3.825]",1. UG OK
Basic Wall:STB 100:2825132,0PGOXOdgzC0unapdvJZ0o3,1.5700000000000156,0.09999999999999892,"[26.47, 16.53999999999994, -3.825]","[27.255000000000006, 16.53999999999994, -3.825]","[28.040000000000013, 16.53999999999994, -3.825]",1. UG OK
Basic Wall:STB 100:2825181,0PGOXOdgzC0unapdvJZ0po,1.260000000000006,0.10000000000000325,"[27.990000000000013, 16.489999999999934, -3.825]","[27.990000000000013, 15.859999999999932, -3.825]","[27.990000000000013, 15.22999999999993, -3.825]",1. UG OK
Basic Wall:STB 240:2825490,0PGOXOdgzC0unapdvJZ0ez,3.290000000000008,0.24000000000000174,"[17.380000000000006, 18.27999999999996, -3.825]","[17.380000000000006, 16.634999999999955, -3.825]","[17.380000000000006, 14.98999999999995, -3.825]",1. UG OK
Basic Wall:STB 240:2825619,0PGOXOdgzC0unapdvJZ0gy,3.1649999999999996,0.24000000000000182,"[17.64500000000001, 14.454999999999947, -3.825]","[19.22750000000001, 14.454999999999947, -3.825]","[20.81000000000001, 14.454999999999947, -3.825]",1. UG OK
Basic Wall:STB 240:2825710,0PGOXOdgzC0unapdvJZ0h1,3.164999999999995,0.24000000000000174,"[21.21000000000001, 14.45499999999995, -3.825]","[22.79250000000001, 14.45499999999995, -3.825]","[24.375000000000007, 14.45499999999995, -3.825]",1. UG OK
Basic Wall:STB 100:2826019,0PGOXOdgzC0unapdvJZ0WC,1.4000000000000021,0.09999999999999892,"[19.425, 14.939999999999948, -3.825]","[20.125, 14.939999999999948, -3.825]","[20.825000000000003, 14.939999999999948, -3.825]",1. UG OK
Basic Wall:STB 100:2826144,0PGOXOdgzC0unapdvJZ0YF,3.324999999999989,0.09999999999999892,"[21.210000000000008, 14.939999999999948, -3.825]","[22.872500000000002, 14.939999999999948, -3.825]","[24.534999999999997, 14.939999999999948, -3.825]",1. UG OK
Basic Wall:STB 200:2827420,0PGOXOdgzC0unapdvJZ3Ep,3.559999999999973,0.2000000000000065,"[58.340000000894065, 7.0799999999999415, -3.825]","[58.340000000894065, 8.859999999999928, -3.825]","[58.340000000894065, 10.639999999999915, -3.825]",1. UG OK
Basic Wall:STB 200:2827598,0PGOXOdgzC0unapdvJZ39X,3.239999999999991,0.19999999999999812,"[58.04, 10.944999999999903, -3.825]","[56.42, 10.944999999999903, -3.825]","[54.80000000000001, 10.944999999999903, -3.825]",1. UG OK
Basic Wall:STB 200:2827753,0PGOXOdgzC0unapdvJZ3B6,3.5599999999999645,0.2000000000000065,"[54.50000000000001, 10.639999999999914, -3.825]","[54.50000000000001, 8.859999999999932, -3.825]","[54.50000000000001, 7.079999999999949, -3.825]",1. UG OK
Basic Wall:STB 350:2828335,0PGOXOdgzC0unapdvJZ3y0,17.870000000000026,0.3500000000000006,"[61.68000000000002, 6.304999999999982, -3.825]","[52.745000000000005, 6.304999999999982, -3.825]","[43.809999999999995, 6.304999999999982, -3.825]",1. UG OK
Basic Wall:STB 300:2828668,0PGOXOdgzC0unapdvJZ3vJ,5.920000000000017,0.30000000000000115,"[43.959999999999994, 6.130000000000039, -3.825]","[43.959999999999994, 3.1700000000000306, -3.825]","[43.959999999999994, 0.21000000000002217, -3.825]",1. UG OK
Basic Wall:STB 300:2828880,0PGOXOdgzC0unapdvJZ3r$,5.9149999999998055,0.30000000000000115,"[39.76, 6.124999999999842, -3.825]","[39.76, 3.167499999999939, -3.825]","[39.76, 0.21000000000003638, -3.825]",1. UG OK
Basic Wall:STB 350:2832945,0PGOXOdgzC0unapdvJZ2qU,44.26,0.35000000000000064,"[-0.4500000000000022, 6.2999999999999705, -3.825]","[21.679999999999996, 6.2999999999999705, -3.825]","[43.809999999999995, 6.2999999999999705, -3.825]",1. UG OK
1. UG Zusatz 4:1. UG Zusatz 4:2834792,0BZD7xrIL3h80Kncn0Xa2a,3.8999999999999884,0.425000000406151,"[39.91, 1.3899999995397903, -3.825]","[41.85999999999999, 1.3899999995397903, -3.825]","[43.80999999999999, 1.3899999995397903, -3.825]",1. UG OK
Basic Wall:STB 160:2834914,0BZD7xrIL3h80Kncn0Xa0k,2.14,0.15999999999999828,"[40.94500000000522, 4.755, -3.825]","[40.94500000000522, 3.6849999999999996, -3.825]","[40.94500000000522, 2.6149999999999998, -3.825]",1. UG OK
Basic Wall:STB 160:2834952,0BZD7xrIL3h80Kncn0XaF4,1.8299999999947847,0.16000000000000045,"[41.02500000000522, 2.695, -3.825]","[41.94000000000261, 2.695, -3.825]","[42.855000000000004, 2.695, -3.825]",1. UG OK
Basic Wall:STB 160:2834984,0BZD7xrIL3h80Kncn0XaFa,1.9800000000000064,0.15999999999999828,"[42.775000000000006, 2.774999999999994, -3.825]","[42.775000000000006, 3.7649999999999975, -3.825]","[42.775000000000006, 4.755000000000001, -3.825]",1. UG OK
Basic Wall:STB 100:2835256,0BZD7xrIL3h80Kncn0XaBq,1.6699999999947863,0.10000000000000027,"[42.69500000000001, 4.655000000000003, -3.825]","[41.860000000002614, 4.655000000000003, -3.825]","[41.02500000000522, 4.655000000000003, -3.825]",1. UG OK
Basic Wall:STB 185:2835688,0BZD7xrIL3h80Kncn0XaKa,5.9149999999998055,0.18500000000000133,"[29.147499999999994, 6.124999999999876, -3.825]","[29.147499999999994, 3.167499999999973, -3.825]","[29.147499999999994, 0.21000000000007013, -3.825]",1. UG OK
Basic Wall:STB 720:2836358,0BZD7xrIL3h80Kncn0XaPA,5.914999999999807,0.7200000000000011,"[24.799999999999997, 6.124999999999891, -3.825]","[24.799999999999997, 3.167499999999987, -3.825]","[24.799999999999997, 0.21000000000008345, -3.825]",1. UG OK
Basic Wall:STB 150:2836825,0BZD7xrIL3h80Kncn0XaYL,5.914999999999805,0.15000000000000063,"[21.275000000000002, 6.1249999999999005, -3.825]","[21.275000000000002, 3.167499999999998, -3.825]","[21.275000000000002, 0.2100000000000959, -3.825]",1. UG OK
Basic Wall:STB 300:2838449,0BZD7xrIL3h80Kncn0Xavz,5.877499999999803,0.29999999999999893,"[7.564999999776474, 6.0874999999999435, -3.825]","[7.564999999776474, 3.148750000000042, -3.825]","[7.564999999776474, 0.2100000000001403, -3.825]",1. UG OK
Basic Wall:STB 130:2838953,0BZD7xrIL3h80Kncn0Xb1b,5.914999999999805,0.13000000000000078,"[14.925000000000006, 6.124999999999921, -3.825]","[14.925000000000006, 3.1675000000000186, -3.825]","[14.925000000000006, 0.21000000000011632, -3.825]",1. UG OK
