WallName,WallGlobalId,Name,GUID,Length,Width,Start_Point,Mid_Point,End_Point,Building_Storey
Basic Wall:STB 380:2456734,2Uyn6q91TFx8F8jizB55MJ,Basic Wall:STB 380:2456734,1fbci1MJPFc9hXazt$kSRf,2.1579999999999924,0.3800000000009705,"[11.662000000000008, 25.169999999964812, 1.1999999999999948]","[12.741000000000003, 25.169999999964812, 1.1999999999999948]","[13.82, 25.169999999964812, 1.1999999999999948]",
Basic Wall:STB 380:2456734,2Uyn6q91TFx8F8jizB55MJ,Basic Wall:STB 380:2456734,1fbci1MJPFc9hXazt$kSOT,2.1579999999999933,0.3800000000009705,"[8.004000000000016, 25.169999999964823, 1.1999999999999948]","[9.083000000000013, 25.169999999964823, 1.1999999999999948]","[10.16200000000001, 25.169999999964823, 1.1999999999999948]",
Basic Wall:STB 380:2456734,2Uyn6q91TFx8F8jizB55MJ,Basic Wall:STB 380:2456734,1fbci1MJPFc9hXazt$kSMp,2.1579999999999924,0.3800000000009662,"[4.366000000000019, 25.169999999964837, 1.1999999999999948]","[5.445000000000015, 25.169999999964837, 1.1999999999999948]","[6.524000000000012, 25.169999999964837, 1.1999999999999948]",
Basic Wall:STB 380:2456734,2Uyn6q91TFx8F8jizB55MJ,Basic Wall:STB 380:2456734,1fbci1MJPFc9hXazt$kSLP,2.1579999999999924,0.3800000000009705,"[0.7599999999999933, 25.169999999964848, 1.1999999999999948]","[1.8389999999999898, 25.169999999964848, 1.1999999999999948]","[2.917999999999986, 25.169999999964848, 1.1999999999999948]",
Basic Wall:STB 290:2457884,2Uyn6q91TFx8F8jizB5AWH,Basic Wall:STB 290:2457884,0kcH2xr7nCuxbHxTixElsg,3.048,0.9866000000000009,"[60.19600000000001, 19.886615025373636, -0.18000000000000158]","[61.72000000000001, 19.886615025373636, -0.18000000000000158]","[63.244000000000014, 19.886615025373636, -0.18000000000000158]",
Basic Wall:STB 290:2457884,2Uyn6q91TFx8F8jizB5AWH,Basic Wall:STB 290:2457884,3fJDQxq85Fa8RAv4geYd8g,3.048,0.8602999999999994,"[60.19600000000002, 22.053765025373618, -0.18000000000000158]","[61.72000000000002, 22.053765025373618, -0.18000000000000158]","[63.24400000000002, 22.053765025373618, -0.18000000000000158]",
Basic Wall:STB 300:2460090,2Uyn6q91TFx8F8jizB5A2t,Basic Wall:STB 300:2460090,0vYI$6a4v98eehJRuXikLE,3.048,0.9865999999999999,"[6.190999995244414, 0.33999999999997277, -0.18000000000000158]","[7.714999995244414, 0.33999999999997277, -0.18000000000000158]","[9.238999995244413, 0.33999999999997277, -0.18000000000000158]",
Basic Wall:STB 300:2460090,2Uyn6q91TFx8F8jizB5A2t,Basic Wall:STB 300:2460090,0vYI$6a4v98eehJRuXikQM,3.048,1.344999999999998,"[5.890999995244419, 4.447499999999909, -0.18000000000000158]","[7.414999995244419, 4.447499999999909, -0.18000000000000158]","[8.93899999524442, 4.447499999999909, -0.18000000000000158]",
Basic Wall:STB 240:2460609,2Uyn6q91TFx8F8jizB5ABC,Basic Wall:STB 240:2460609,0vYI$6a4v98eehJRuXikep,3.048,1.116,"[9.020999999999992, 4.563999999999901, -0.18000000000000158]","[10.544999999999991, 4.563999999999901, -0.18000000000000158]","[12.068999999999992, 4.563999999999901, -0.18000000000000158]",
Basic Wall:STB 380:2461526,2Uyn6q91TFx8F8jizB5APR,Basic Wall:STB 380:2461526,3MWd1Tuon899f1VPJxRzln,3.048,1.2000000000000002,"[-2.0440000000000107, 23.907499999965818, -0.18000000000000158]","[-0.5200000000000107, 23.907499999965818, -0.18000000000000158]","[1.0039999999999893, 23.907499999965818, -0.18000000000000158]",
Basic Wall:STB 240:2464463,3nPp2FtCT3gB_lPhwnb9V0,Basic Wall:STB 240:2464463,3xH23Z_Jr9mBhRrNDhnzAO,1.2750000000000004,3.048,"[15.47188884239868, 17.6459999999999, -0.49000000000000205]","[16.10938884239868, 17.6459999999999, -0.49000000000000205]","[16.746888842398683, 17.6459999999999, -0.49000000000000205]",
Basic Wall:STB 240:2464463,3nPp2FtCT3gB_lPhwnb9V0,Basic Wall:STB 240:2464463,3xH23Z_Jr9mBhRrNDhnz9H,1.2750000000000004,3.0479999999999956,"[11.938078349362495, 17.645999999999912, -0.49000000000000205]","[12.575578349362495, 17.645999999999912, -0.49000000000000205]","[13.213078349362496, 17.645999999999912, -0.49000000000000205]",
Basic Wall:STB 130:2471636,1TOQDrzyr6Jej5xJiCdKWb,Basic Wall:STB 130:2471636,0vYI$6a4v98eehJRuXikTD,0.8703000000000001,3.048,"[1.709999999999964, 1.8859999999999277, -0.18000000000000158]","[2.1451499999999637, 1.8859999999999277, -0.18000000000000158]","[2.580299999999964, 1.8859999999999277, -0.18000000000000158]",
Basic Wall:STB 290:2486310,2RK6R2IHT2mx15rRI3yU5k,Basic Wall:STB 290:2486310,0vYI$6a4v98eehJRuXikWl,1.9800000000000004,3.048,"[26.325000000000006, 4.905999999999919, -0.18000000000000158]","[27.315000000000005, 4.905999999999919, -0.18000000000000158]","[28.305000000000007, 4.905999999999919, -0.18000000000000158]",
Basic Wall:STB 185:2486695,2RK6R2IHT2mx15rRI3yU3l,Basic Wall:STB 185:2486695,161sjIjGf4OAikfLB6ZSqa,3.048,1.1159999999999992,"[27.916000000000007, 4.323999999999915, -0.18000000000000158]","[29.440000000000005, 4.323999999999915, -0.18000000000000158]","[30.964000000000006, 4.323999999999915, -0.18000000000000158]",
Basic Wall:STB 185:2487936,2RK6R2IHT2mx15rRI3yUV8,Basic Wall:STB 185:2487936,161sjIjGf4OAikfLB6ZSfS,3.048,1.1159999999999997,"[35.18099999999998, 4.283999999999871, -0.18000000000000158]","[36.704999999999984, 4.283999999999871, -0.18000000000000158]","[38.228999999999985, 4.283999999999871, -0.18000000000000158]",
Basic Wall:STB 250:2488440,2RK6R2IHT2mx15rRI3yUam,Basic Wall:STB 250:2488440,161sjIjGf4OAikfLB6ZSes,3.048,0.8602999999999996,"[42.28599999999998, 0.5100000000628429, -0.18000000000000158]","[43.80999999999998, 0.5100000000628429, -0.18000000000000158]","[45.33399999999998, 0.5100000000628429, -0.18000000000000158]",
Basic Wall:STB 100:2490511,2RK6R2IHT2mx15rRI3yX77,Basic Wall:STB 100:2490511,1mbghB_uL4ZQnn91v0$WZ8,0.9999999999999979,3.0479999999999996,"[41.224999999999994, 3.0359999999999987, -0.18000000000000158]","[41.724999999999994, 3.0359999999999987, -0.18000000000000158]","[42.224999999999994, 3.0359999999999987, -0.18000000000000158]",
Basic Wall:STB 150:2490852,2RK6R2IHT2mx15rRI3yX2i,Basic Wall:STB 150:2490852,161sjIjGf4OAikfLB6ZSin,3.048,1.274999999999999,"[53.34599999999999, 2.500000000062852, -0.18000000000000158]","[54.86999999999999, 2.500000000062852, -0.18000000000000158]","[56.39399999999999, 2.500000000062852, -0.18000000000000158]",
Basic Wall:STB 140:2491451,1F2J3uyTH6MxmvmyWDgDdK,Basic Wall:STB 140:2491451,161sjIjGf4OAikfLB6ZSam,3.048,0.8552999999999995,"[61.01124582564429, 4.2947794905978105, -0.18000000000000158]","[62.53524582564428, 4.2947794905978105, -0.18000000000000158]","[64.05924582564428, 4.2947794905978105, -0.18000000000000158]",
Basic Wall:STB 150:2495765,3_Hr4ik6D37AVOvHir4Y2c,Basic Wall:STB 150:2495765,3kVyC9s_L1JOSt0MHn_zCC,3.048,1.1149999999999978,"[56.19099999999998, 20.537500000316985, -0.18000000000000158]","[57.71499999999998, 20.537500000316985, -0.18000000000000158]","[59.23899999999998, 20.537500000316985, -0.18000000000000158]",
Basic Wall:STB 150:2496131,1yLOGpMX56lArxd1wiFMpT,Basic Wall:STB 150:2496131,3MWd1Tuon899f1VPJxRz89,3.048,1.2000000000000002,"[49.77632999891074, 20.32000000031703, -0.18000000000000158]","[51.30032999891074, 20.32000000031703, -0.18000000000000158]","[52.82432999891074, 20.32000000031703, -0.18000000000000158]",
Basic Wall:STB 150:2496251,1yLOGpMX56lArxd1wiFMob,Basic Wall:STB 150:2496251,3MWd1Tuon899f1VPJxRzC_,3.048,1.1159999999999974,"[42.421000000022374, 19.52950000000003, -0.18000000000000158]","[43.945000000022375, 19.52950000000003, -0.18000000000000158]","[45.469000000022376, 19.52950000000003, -0.18000000000000158]",
Basic Wall:STB 185:2496633,1yLOGpMX56lArxd1wiFM8d,Basic Wall:STB 185:2496633,3MWd1Tuon899f1VPJxRznv,3.048,0.9999999999999979,"[34.57600000002242, 19.53499999999995, -0.18000000000000158]","[36.10000000002242, 19.53499999999995, -0.18000000000000158]","[37.62400000002242, 19.53499999999995, -0.18000000000000158]",
Basic Wall:STB 380:2497245,1yLOGpMX56lArxd1wiFM23,Basic Wall:STB 380:2497245,3MWd1Tuon899f1VPJxRzWq,3.048,1.0338999999999987,"[23.256000000823846, 22.349999999965718, -0.18000000000000158]","[24.780000000823847, 22.349999999965718, -0.18000000000000158]","[26.304000000823848, 22.349999999965718, -0.18000000000000158]",
Basic Wall:STB 400:2497897,1yLOGpMX56lArxd1wiFMSt,Basic Wall:STB 400:2497897,3MWd1Tuon899f1VPJxRzhH,3.048,0.9999999999999979,"[13.336, 19.80999999999993, -0.18000000000000158]","[14.86, 19.80999999999993, -0.18000000000000158]","[16.384, 19.80999999999993, -0.18000000000000158]",
Basic Wall:STB 150:2498161,1yLOGpMX56lArxd1wiFMGl,Basic Wall:STB 150:2498161,3MWd1Tuon899f1VPJxRzft,3.048,0.9999999999999979,"[-0.754000000000002, 19.78499999999997, -0.18000000000000158]","[0.7699999999999979, 19.78499999999997, -0.18000000000000158]","[2.293999999999998, 19.78499999999997, -0.18000000000000158]",
Basic Wall:STB 250:2499243,1yLOGpMX56lArxd1wiFLZr,Basic Wall:STB 250:2499243,3MWd1Tuon899f1VPJxRzrk,2.4899999999999967,3.0480000000000023,"[33.22000000002241, 17.655999999999942, -0.18000000000000158]","[34.46500000002241, 17.655999999999942, -0.18000000000000158]","[35.710000000022404, 17.655999999999942, -0.18000000000000158]",
Basic Wall:STB 250:2546361,3pChkjpU10nuye4Ei1Y$oC,Basic Wall:STB 250:2546361,0_m5uAyqDBeBFZaFfR69je,2.4899999999999967,3.047999999999998,"[33.2200000000224, 17.655999999999914, -0.18000000000000158]","[34.4650000000224, 17.655999999999914, -0.18000000000000158]","[35.7100000000224, 17.655999999999914, -0.18000000000000158]",
Basic Wall:STB 250:2561041,3xH23Z_Jr9mBhRrM1hnzvD,Basic Wall:STB 250:2561041,3xH23Z_Jr9mBhRrNDhnzCL,1.2749999999999964,3.0480000000000023,"[40.68000000002239, 17.65599999999992, -0.49000000000000205]","[41.31750000002239, 17.65599999999992, -0.49000000000000205]","[41.95500000002239, 17.65599999999992, -0.49000000000000205]",
Basic Wall:STB 250:2561041,3xH23Z_Jr9mBhRrM1hnzvD,Basic Wall:STB 250:2561041,3xH23Z_Jr9mBhRrNDhnzFG,1.274999999999996,3.048,"[44.30000000002238, 17.655999999999928, -0.49000000000000205]","[44.93750000002238, 17.655999999999928, -0.49000000000000205]","[45.57500000002238, 17.655999999999928, -0.49000000000000205]",
Basic Wall:STB 250:2561041,3xH23Z_Jr9mBhRrM1hnzvD,Basic Wall:STB 250:2561041,3MWd1Tuon899f1VPJxRyOW,0.8703000000000014,3.047999999999998,"[55.214699999999986, 17.655999999999946, -0.49000000000000205]","[55.64984999999999, 17.655999999999946, -0.49000000000000205]","[56.08499999999999, 17.655999999999946, -0.49000000000000205]",
Basic Wall:STB 240:2562819,161sjIjGf4OAikfK76ZV8n,Basic Wall:STB 240:2562819,0vYI$6a4v98eehJRuXik1v,0.8602999999999994,3.048,"[-0.21000000000000058, 4.905999999999935, -0.18000000000000158]","[0.2201499999999991, 4.905999999999935, -0.18000000000000158]","[0.6502999999999988, 4.905999999999935, -0.18000000000000158]",
Basic Wall:STB 240:2562819,161sjIjGf4OAikfK76ZV8n,Basic Wall:STB 240:2562819,1cMDF0qUXDlOf8RWf_CUFo,1.2750000000000004,3.048,"[15.563072582907736, 4.665999999999885, -0.49000000000000205]","[16.200572582907736, 4.665999999999885, -0.49000000000000205]","[16.838072582907735, 4.665999999999885, -0.49000000000000205]",
Basic Wall:STB 240:2562819,161sjIjGf4OAikfK76ZV8n,Basic Wall:STB 240:2562819,1cMDF0qUXDlOf8RWf_CUD5,1.274999999999999,3.048,"[8.4271368142183, 4.905999999999907, -0.49000000000000205]","[9.0646368142183, 4.905999999999907, -0.49000000000000205]","[9.7021368142183, 4.905999999999907, -0.49000000000000205]",
Basic Wall:STB 240:2562819,161sjIjGf4OAikfK76ZV8n,Basic Wall:STB 240:2562819,1cMDF0qUXDlOf8RWf_CVpm,0.9003000000000003,3.048,"[1.901202888577979, 4.905999999999929, -0.49000000000000205]","[2.351352888577979, 4.905999999999929, -0.49000000000000205]","[2.8015028885779794, 4.905999999999929, -0.49000000000000205]",
Basic Wall:STB 250:2563200,161sjIjGf4OAikfK76ZVMo,Basic Wall:STB 250:2563200,161sjIjGf4OAikfLB6ZVPY,2.4900000000000055,3.048,"[58.82999999821185, 4.905999999999811, -0.49000000000000205]","[60.07499999821185, 4.905999999999811, -0.49000000000000205]","[61.319999998211856, 4.905999999999811, -0.49000000000000205]",
Basic Wall:STB 250:2563200,161sjIjGf4OAikfK76ZVMo,Basic Wall:STB 250:2563200,3amEyrQhX6tBa1sbajkI4m,1.2750000000000048,3.048,"[47.93999999999998, 4.655999999999852, -0.49000000000000205]","[48.577499999999986, 4.655999999999852, -0.49000000000000205]","[49.21499999999999, 4.655999999999852, -0.49000000000000205]",
Basic Wall:STB 250:2563200,161sjIjGf4OAikfK76ZVMo,Basic Wall:STB 250:2563200,3amEyrQhX6tBa1sbajkI9Q,1.3450000000000062,3.048,"[40.59496036325225, 4.655999999999876, -0.49000000000000205]","[41.267460363252255, 4.655999999999876, -0.49000000000000205]","[41.939960363252254, 4.655999999999876, -0.49000000000000205]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJpS,1.6399999999999997,0.39000000000096424,"[66.51884591372902, -0.1900000000009678, 5.47]","[67.33884591372902, -0.1900000000009678, 5.47]","[68.15884591372902, -0.1900000000009678, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJpf,1.639999999999991,0.39000000000096424,"[62.87884591372903, -0.1900000000009678, 5.47]","[63.69884591372903, -0.1900000000009678, 5.47]","[64.51884591372902, -0.1900000000009678, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJov,1.6399999999999824,0.39000000000096424,"[59.23884591372904, -0.19000000000096773, 5.47]","[60.05884591372903, -0.19000000000096773, 5.47]","[60.878845913729016, -0.19000000000096773, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJod,1.639999999999991,0.39000000000096424,"[55.59884591372904, -0.19000000000096764, 5.47]","[56.418845913729044, -0.19000000000096764, 5.47]","[57.23884591372904, -0.19000000000096764, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJnz,1.6399999999999824,0.39000000000096424,"[51.95884591372904, -0.19000000000096756, 5.47]","[52.77884591372903, -0.19000000000096756, 5.47]","[53.59884591372902, -0.19000000000096756, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJt$,1.639999999999991,0.39000000000096424,"[48.31884591372905, -0.1900000000009675, 5.47]","[49.13884591372904, -0.1900000000009675, 5.47]","[49.95884591372904, -0.1900000000009675, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJsN,1.639999999999991,0.3900000000009643,"[44.678845913729056, -0.19000000000096745, 5.47]","[45.498845913729056, -0.19000000000096745, 5.47]","[46.31884591372905, -0.19000000000096745, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,38xZZFGhTCIgsUBq2XJJrP,1.639999999999991,0.3900000000009643,"[41.03884591372906, -0.1900000000009674, 5.47]","[41.858845913729056, -0.1900000000009674, 5.47]","[42.678845913729056, -0.1900000000009674, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8vA,1.639999999999991,0.39000000000096424,"[37.39884591372906, -0.19000000000096734, 5.47]","[38.218845913729055, -0.19000000000096734, 5.47]","[39.038845913729055, -0.19000000000096734, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8uU,1.639999999999991,0.39000000000096424,"[33.75884591372907, -0.19000000000096726, 5.47]","[34.57884591372907, -0.19000000000096726, 5.47]","[35.39884591372906, -0.19000000000096726, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8dG,1.6399999999999955,0.39000000000096424,"[30.118845913729075, -0.1900000000009672, 5.47]","[30.938845913729075, -0.1900000000009672, 5.47]","[31.758845913729072, -0.1900000000009672, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8cG,1.64,0.39000000000096424,"[26.478845913729074, -0.1900000000009672, 5.47]","[27.298845913729075, -0.1900000000009672, 5.47]","[28.118845913729075, -0.1900000000009672, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8by,1.6399999999999955,0.39000000000096424,"[22.83884591372908, -0.19000000000096712, 5.47]","[23.65884591372908, -0.19000000000096712, 5.47]","[24.478845913729078, -0.19000000000096712, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8ae,1.6399999999999975,0.39000000000096424,"[19.198845913729087, -0.19000000000096703, 5.47]","[20.018845913729088, -0.19000000000096703, 5.47]","[20.838845913729084, -0.19000000000096703, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8Zk,1.6399999999999955,0.39000000000096424,"[15.558845913729087, -0.19000000000096695, 5.47]","[16.378845913729087, -0.19000000000096695, 5.47]","[17.198845913729084, -0.19000000000096695, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8Ye,1.6399999999999955,0.39000000000096424,"[11.918845913729093, -0.1900000000009669, 5.47]","[12.73884591372909, -0.1900000000009669, 5.47]","[13.558845913729089, -0.1900000000009669, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8YG,1.6399999999999944,0.3900000000009643,"[8.2788459137291, -0.19000000000096684, 5.47]","[9.098845913729097, -0.19000000000096684, 5.47]","[9.918845913729093, -0.19000000000096684, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8Wi,1.6399999999999948,0.39000000000096424,"[0.998845913729113, -0.19000000000096673, 5.47]","[1.8188459137291104, -0.19000000000096673, 5.47]","[2.638845913729108, -0.19000000000096673, 5.47]",
Basic Wall:STB 390:2633925,2mykBVwgn70RVUG38iKw5x,Basic Wall:STB 390:2633925,3RTYh6pXvCwx3K4EiVz8hC,1.6399999999999948,0.39000000000096424,"[4.638845913729099, -0.19000000000096678, 5.47]","[5.458845913729097, -0.19000000000096678, 5.47]","[6.278845913729095, -0.19000000000096678, 5.47]",
Basic Wall:STB 500:2634819,2mykBVwgn70RVUG38iKwNz,Basic Wall:STB 500:2634819,38xZZFGhTCIgsUBq2XJG3J,0.5000000000009432,2.079999999999993,"[69.34884591372808, 16.167499999999357, 5.47]","[69.59884591372855, 16.167499999999357, 5.47]","[69.84884591372902, 16.167499999999357, 5.47]",
Basic Wall:STB 500:2634819,2mykBVwgn70RVUG38iKwNz,Basic Wall:STB 500:2634819,38xZZFGhTCIgsUBq2XJG7Z,0.5000000000009606,2.0799999999999907,"[69.34884591372808, 13.00749999999936, 5.47]","[69.59884591372857, 13.00749999999936, 5.47]","[69.84884591372905, 13.00749999999936, 5.47]",
Basic Wall:STB 500:2634819,2mykBVwgn70RVUG38iKwNz,Basic Wall:STB 500:2634819,38xZZFGhTCIgsUBq2XJG6k,0.5000000000009606,2.079999999999993,"[69.34884591372808, 10.10749999999936, 5.47]","[69.59884591372857, 10.10749999999936, 5.47]","[69.84884591372905, 10.10749999999936, 5.47]",
Basic Wall:STB 500:2634819,2mykBVwgn70RVUG38iKwNz,Basic Wall:STB 500:2634819,38xZZFGhTCIgsUBq2XJG52,0.5000000000009606,2.0799999999999943,"[69.34884591372807, 7.192499999999366, 5.47]","[69.59884591372855, 7.192499999999366, 5.47]","[69.84884591372904, 7.192499999999366, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8Ns,1.6399999999999957,0.39000000000096824,"[0.5074999999999648, 25.159999999999226, 5.47]","[1.3274999999999626, 25.159999999999226, 5.47]","[2.1474999999999604, 25.159999999999226, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8MK,1.6399999999999955,0.39000000000096824,"[4.322500000704451, 25.15999999999921, 5.47]","[5.142500000704449, 25.15999999999921, 5.47]","[5.962500000704447, 25.15999999999921, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8KW,1.6399999999999966,0.39000000000096824,"[8.122500000704456, 25.1599999999992, 5.47]","[8.942500000704454, 25.1599999999992, 5.47]","[9.762500000704453, 25.1599999999992, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8Jm,1.6399999999999955,0.39000000000096824,"[11.920000000704448, 25.159999999999194, 5.47]","[12.740000000704445, 25.159999999999194, 5.47]","[13.560000000704443, 25.159999999999194, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8Ha,1.6399999999999955,0.39000000000096824,"[15.38250000070446, 25.159999999999176, 5.47]","[16.20250000070446, 25.159999999999176, 5.47]","[17.022500000704458, 25.159999999999176, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8Gu,1.6399999999999932,0.39000000000096824,"[18.837500000704452, 25.159999999999165, 5.47]","[19.65750000070445, 25.159999999999165, 5.47]","[20.477500000704445, 25.159999999999165, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8VW,1.6399999999999955,0.39000000000096824,"[22.287500000352225, 25.159999999999158, 5.47]","[23.107500000352225, 25.159999999999158, 5.47]","[23.92750000035222, 25.159999999999158, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8V0,1.64,0.39000000000096824,"[25.9675, 25.15999999999914, 5.47]","[26.7875, 25.15999999999914, 5.47]","[27.6075, 25.15999999999914, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8Tk,1.64,0.39000000000096824,"[29.67500000000001, 25.159999999999133, 5.47]","[30.49500000000001, 25.159999999999133, 5.47]","[31.315000000000012, 25.159999999999133, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8TG,1.6399999999999912,0.39000000000096824,"[33.46500000070444, 25.159999999999123, 5.47]","[34.28500000070444, 25.159999999999123, 5.47]","[35.105000000704436, 25.159999999999123, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8Ss,1.6399999999999955,0.39000000000096824,"[36.95500000035222, 25.159999999999105, 5.47]","[37.77500000035222, 25.159999999999105, 5.47]","[38.595000000352215, 25.159999999999105, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8SI,1.639999999999991,0.39000000000096824,"[41.005, 25.159999999999098, 5.47]","[41.825, 25.159999999999098, 5.47]","[42.644999999999996, 25.159999999999098, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8R2,1.6399999999999997,0.39000000000096824,"[45.00499999999999, 25.15999999999908, 5.47]","[45.82499999999999, 25.15999999999908, 5.47]","[46.64499999999999, 25.15999999999908, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8Q_,1.6399999999999997,0.39000000000096824,"[48.42000000000001, 25.159999999999073, 5.47]","[49.24000000000001, 25.159999999999073, 5.47]","[50.06000000000001, 25.159999999999073, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8QO,1.6399999999999997,0.39000000000096824,"[51.93250000000002, 25.159999999999062, 5.47]","[52.75250000000002, 25.159999999999062, 5.47]","[53.57250000000002, 25.159999999999062, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8PO,1.6399999999999997,0.39000000000096824,"[55.57249999999997, 25.159999999999044, 5.47]","[56.39249999999997, 25.159999999999044, 5.47]","[57.21249999999997, 25.159999999999044, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz8O2,1.639999999999991,0.39000000000096824,"[59.0275, 25.159999999999037, 5.47]","[59.8475, 25.159999999999037, 5.47]","[60.6675, 25.159999999999037, 5.47]",
Basic Wall:STB 390:2635861,2mykBVwgn70RVUG38iKwdh,Basic Wall:STB 390:2635861,3RTYh6pXvCwx3K4EiVz87Y,1.639999999999991,0.39000000000096824,"[62.66750000000004, 25.159999999999027, 5.47]","[63.48750000000004, 25.159999999999027, 5.47]","[64.30750000000003, 25.159999999999027, 5.47]",
